"id","nombre_producto","fecha_creacion","fecha_actualizacion_producto","precio_costo_producto","precio_venta_producto","stock"
1777,"PINTURA LATEX CAPUCCINO 1 GLN. TAMSA","2022-07-21 15:40:26.678287","2022-07-21 15:40:26.678291","12.6","0","0"
1778,"PINTURA LATEX CELESTE 1 GLN. TAMSA","2022-07-21 15:40:26.681739","2022-07-21 15:40:26.681743","12.6","0","0"
1779,"PINTURA LATEX CELESTE CLARO 1 GLN. TAMSA","2022-07-21 15:40:26.685151","2022-07-21 15:40:26.685155","12.6","0","0"
1780,"PINTURA LATEX CERAMICO 1 GLN. TAMSA","2022-07-21 15:40:26.690021","2022-07-21 15:40:26.690025","12.6","0","0"
1781,"PINTURA LATEX CITRON 1 GLN. TAMSA","2022-07-21 15:40:26.6937","2022-07-21 15:40:26.693704","12.6","0","0"
1782,"PINTURA LATEX CREMA 1 GLN. TAMSA","2022-07-21 15:40:26.700454","2022-07-21 15:40:26.700458","12.6","0","0"
1783,"PINTURA LATEX ESPLENDOR 1 GLN. TAMSA","2022-07-21 15:40:26.703802","2022-07-21 15:40:26.703806","16","0","0"
1784,"PINTURA LATEX FASHION 1 GLN. TAMSA","2022-07-21 15:40:26.707631","2022-07-21 15:40:26.707635","16","0","0"
1785,"PINTURA LATEX FLAMENCO 1 GLN. TAMSA","2022-07-21 15:40:26.71108","2022-07-21 15:40:26.711084","12.6","0","0"
1786,"PINTURA LATEX FRESA 1 GLN. TAMSA","2022-07-21 15:40:26.714413","2022-07-21 15:40:26.714417","12.6","0","0"
1787,"PINTURA LATEX GRANITO 1 GLN. TAMSA","2022-07-21 15:40:26.717639","2022-07-21 15:40:26.717643","12.6","0","0"
1789,"PINTURA LATEX ACENTO 1 GLN. NOVACERAM","2022-07-21 15:40:26.724096","2022-07-21 15:40:26.7241","14","0","0"
1790,"PINTURA LATEX PASTELES 1 GLN. REYES","2022-07-21 15:40:26.727667","2022-07-21 15:40:26.727671","11","0","0"
1791,"PINTURA LATEX PINTOR ACENTO 1 GLN. JHOMERON","2022-07-21 15:40:26.730901","2022-07-21 15:40:26.730905","29","35","0"
1795,"PINTURA SPRAY ALUMINIO #26 400ML GALEAZZI","2022-07-21 15:40:26.744982","2022-07-21 15:40:26.744986","4.05","0","0"
1796,"PINTURA SPRAY AZUL CLARO #21 400ML GALEAZZI","2022-07-21 15:40:26.748265","2022-07-21 15:40:26.748268","3.5","0","0"
1797,"PINTURA SPRAY AZUL CLARO 400ML C&A","2022-07-21 15:40:26.75183","2022-07-21 15:40:26.751834","4.7","0","0"
1798,"PINTURA SPRAY AZUL MARTILLO 400ML YURAK","2022-07-21 15:40:26.755072","2022-07-21 15:40:26.755076","5","8","0"
1799,"PINTURA SPRAY AZUL MATE","2022-07-21 15:40:26.758324","2022-07-21 15:40:26.758328","5","0","0"
1800,"PINTURA SPRAY AMARILLO LIMON CYA","2022-07-21 15:40:26.763725","2022-07-21 15:40:26.763729","4.7","7.5","0"
1802,"PINTURA SPRAY BLANCO BRILLANTE #40 400ML GALEAZZI","2022-07-21 15:40:26.769927","2022-07-21 15:40:26.769931","3.58","0","0"
1804,"PINTURA SPRAY BLANCO MATE 400ML ULTRACRAFT","2022-07-21 15:40:26.776157","2022-07-21 15:40:26.776161","3.79","0","0"
1805,"PINTURA SPRAY CATERPILLAR 400ML ULTRACRAFT","2022-07-21 15:40:26.779222","2022-07-21 15:40:26.779226","4.9","7.5","0"
1806,"PINTURA SPRAY CELESTE#R3088-15 400ML GALEAZZI","2022-07-21 15:40:26.782301","2022-07-21 15:40:26.782305","3.69","0","0"
1807,"PINTURA SPRAY GRIS 400ML ULTRACRAFT","2022-07-21 15:40:26.785989","2022-07-21 15:40:26.785993","3.79","0","0"
1808,"PINTURA SPRAY LACA TRANSPARENTE #31 400ML KNAUF","2022-07-21 15:40:26.789195","2022-07-21 15:40:26.789199","3.5","0","0"
1809,"PINTURA SPRAY MARRON 400ML TIJI","2022-07-21 15:40:26.792422","2022-07-21 15:40:26.792426","3.62","0","0"
1810,"PINTURA SPRAY NEGRO BRILLANTE #011 400ML ABRO","2022-07-21 15:40:26.795708","2022-07-21 15:40:26.795712","3.5","0","0"
1811,"PINTURA SPRAY NEGRO BRILLANTE #11 400ML C&A","2022-07-21 15:40:26.798995","2022-07-21 15:40:26.798999","3.5","0","0"
1812,"PINTURA SPRAY NEGRO BRILLANTE 400ML (LIMA)","2022-07-21 15:40:26.802222","2022-07-21 15:40:26.802226","4.17","0","0"
1813,"PINTURA SPRAY NEGRO BRILLANTE #11 400ML KNAUF","2022-07-21 15:40:26.805433","2022-07-21 15:40:26.805437","5","0","0"
1815,"PINTURA SPRAY NEGRO MATE 400ML CYA","2022-07-21 15:40:26.820918","2022-07-21 15:40:26.820922","4.7","0","0"
1816,"PINTURA SPRAY NEGRO MATE 400ML ULTRACRAFT","2022-07-21 15:40:26.824198","2022-07-21 15:40:26.824202","3.79","0","0"
1818,"PINTURA SPRAY PLATA 400ML ULTRACRAFT","2022-07-21 15:40:26.830689","2022-07-21 15:40:26.830693","3.79","0","0"
1819,"PINTURA SPRAY ROJO BRILLANTE #311 400ML KNAUF","2022-07-21 15:40:26.833862","2022-07-21 15:40:26.833866","3.5","0","0"
1820,"PINTURA SPRAY ROJO BRILLANTE 400ML C&A","2022-07-21 15:40:26.837076","2022-07-21 15:40:26.837081","4.7","0","0"
1821,"PINTURA SPRAY ROJO BRILLANTE 400ML YURAK","2022-07-21 15:40:26.842013","2022-07-21 15:40:26.842019","5","8","0"
1822,"PINTURA SPRAY ROJO FUEGO 400ML  CYA","2022-07-21 15:40:26.848805","2022-07-21 15:40:26.848809","4.9","7.5","0"
1823,"PINTURA SPRAY ROJO FUEGO#R3088-6 400ML GALEAZZI","2022-07-21 15:40:26.856058","2022-07-21 15:40:26.856062","3.5","0","0"
1824,"PINTURA SPRAY ROJO OSCURO #075 400ML ABRO","2022-07-21 15:40:26.859397","2022-07-21 15:40:26.859401","3.5","0","0"
1825,"PINTURA SPRAY SILVERT #36 400ML CYA","2022-07-21 15:40:26.86258","2022-07-21 15:40:26.862584","4.7","0","0"
1826,"PINTURA SPRAY VERDE #305 400ML GALEAZZI","2022-07-21 15:40:26.865745","2022-07-21 15:40:26.865749","3.5","0","0"
1827,"PINTURA SPRAY VERDE CLARO #40 400ML ABRO","2022-07-21 15:40:26.86898","2022-07-21 15:40:26.868984","3.5","0","0"
1828,"PINTURA SPRAY VERDE OSCURO #048 400ML KNAUF","2022-07-21 15:40:26.872382","2022-07-21 15:40:26.872387","3.69","0","0"
1830,"PINTURA TEMPLE ACRILICO BLANCO 5 KG. JHOMERON","2022-07-21 15:40:26.878987","2022-07-21 15:40:26.878991","6.5","0","0"
1831,"PINTURA TEMPLE AMARILLO 5 KG. DERQUSA","2022-07-21 15:40:26.882475","2022-07-21 15:40:26.882479","0","0","0"
1833,"PINTURA TEMPLE BLANCO 25 KG. MAJESTAD","2022-07-21 15:40:26.889168","2022-07-21 15:40:26.889172","24.5","29","0"
1834,"PINTURA TEMPLE BLANCO 25 KG. MARTELL","2022-07-21 15:40:26.89259","2022-07-21 15:40:26.892594","13.16","0","0"
1837,"PISO 30X60 CALACATA BLANCO SAT EXT 1.62 CELIMA","2022-07-21 15:40:26.902625","2022-07-21 15:40:26.90263","27.9","0","0"
1838,"PISO 45X45 PERLADO NEGRO COM 2.03 CELIMA","2022-07-21 15:40:26.905785","2022-07-21 15:40:26.905789","27","0","0"
1839,"PORCELANATO 60X60 MARMARES CESAI 1.44 IMPORT","2022-07-21 15:40:26.908956","2022-07-21 15:40:26.90896","39.9","0","0"
1840,"PISO 45X45 PERLADO NEGRO EXT 2.03 CELIMA","2022-07-21 15:40:26.912196","2022-07-21 15:40:26.9122","30","0","0"
1845,"PINTURA TEMPLE BLANCO 5 KG. TAMSA","2022-07-21 15:40:26.928352","2022-07-21 15:40:26.928356","3.8","0","0"
1847,"PINTURA TEMPLE LILA 5 KG. MARTELL","2022-07-21 15:40:26.934719","2022-07-21 15:40:26.934723","0","0","0"
1817,"PINTURA SPRAY NEGRO MATE#4  FIJI","2022-07-21 15:40:26.827486","2022-07-21 15:40:26.827491","3.3","0","-2"
1792,"PINTURA LATEX PINTOR PASTELES 1 GLN. JHOMERON","2022-07-21 15:40:26.734442","2022-07-21 15:40:26.734446","26","30","-3"
1814,"PINTURA SPRAY NEGRO BRILLANTE 400ML CYA","2022-07-21 15:40:26.812766","2022-08-03 19:29:56.847185","5","8","-1"
1801,"PINTURA SPRAY BLANCO BRILLANTE #16 400ML C&A","2022-07-21 15:40:26.766875","2022-07-21 15:40:26.766879","4.7","7.5","-1"
1793,"PINTURA LATEX SATINADO PASTELES 1 GLN. JHOMERON","2022-07-21 15:40:26.737742","2022-08-08 14:52:40.486815","66","72","1"
1843,"PINTURA TEMPLE BLANCO 5 KG. MARTELL","2022-07-21 15:40:26.921928","2022-08-05 17:11:58.936615","4.06","7","16"
1794,"PINTURA SPRAY ALUMINIO  400ML C&A","2022-07-21 15:40:26.741567","2022-07-21 15:40:26.741571","4.7","0","-1"
1788,"PINTURA LATEX GRIS CLARO 1 GLN. TAMSA","2022-07-21 15:40:26.720819","2022-09-02 21:05:18.620028","12","16","2"
1803,"PINTURA SPRAY BLANCO BRILLANTE 400ML ULTRACRAFT","2022-07-21 15:40:26.773058","2022-07-21 15:40:26.773062","4.58","0","-1"
1836,"PINTURA TEMPLE BLANCO 25 KG. TCOLOR","2022-07-21 15:40:26.899087","2022-07-21 15:40:26.899091","18","0","-1"
1832,"PINTURA TEMPLE BLANCO 25 KG. LOSARO","2022-07-21 15:40:26.885792","2022-09-22 22:20:49.495111","14.5","20","9"
1841,"PINTURA TEMPLE BLANCO 5 KG. DERQUSA","2022-07-21 15:40:26.91537","2022-09-02 21:37:41.840411","3","6","16"
1844,"PINTURA TEMPLE BLANCO 5 KG. NOVACERAM","2022-07-21 15:40:26.925141","2022-08-05 17:34:32.241227","3.3","6.5","16"
1835,"PINTURA TEMPLE BLANCO 25 KG. NOVACERAM","2022-07-21 15:40:26.895789","2022-08-03 21:59:06.80434","14.5","21","-5"
1848,"PINTURA TEMPLE PREMIUM PASTASOL 25 KG. LOSARO","2022-07-21 15:40:26.938341","2022-07-21 15:40:26.938346","16.9","0","0"
1849,"PINTURA TEMPLE PREMIUM SUPER BLANCO 25 KG. LOSARO","2022-07-21 15:40:26.941726","2022-07-21 15:40:26.94173","16.53","0","0"
1850,"PINTURA TEMPLE VERDE NILO 5 KG. MARTELL","2022-07-21 15:40:26.945164","2022-07-21 15:40:26.945169","0","0","0"
1851,"PISO 30X30 PIEDRA BEIGE EXT 2.34 CELIMA","2022-07-21 15:40:26.948612","2022-07-21 15:40:26.948616","14.9","0","0"
1852,"PISO 60X60 PORCELANATO MARMORE HUESO 1.44 CELIMA","2022-07-21 15:40:26.952076","2022-07-21 15:40:26.952081","24.5","0","0"
1853,"PISTOLA PARA APLICAR SILICONA SENCILL","2022-07-21 15:40:26.956576","2022-07-21 15:40:26.956582","5.5","0","0"
1854,"PISTOLA PARA PINTAR ALTA PRESION  50-70 MARTELL","2022-07-21 15:40:26.960057","2022-07-21 15:40:26.960063","45","0","0"
1855,"PISTOLA PARA PINTAR BAJA PRESION MARTELL","2022-07-21 15:40:26.963448","2022-07-21 15:40:26.963454","38","0","0"
1856,"PISTOLA PARA PINTAR TRUPER","2022-07-21 15:40:26.967543","2022-07-21 15:40:26.967547","0","0","0"
1857,"PITO NEGRO","2022-07-21 15:40:26.970828","2022-07-21 15:40:26.970832","0","0","0"
1858,"PLANCHA DOBLE 3.00MT X 1.10 CM - ROJO","2022-07-21 15:40:26.974236","2022-07-21 15:40:26.97424","21.02","0","0"
1859,"PLANCHA ECONOMICA 3.00MT X 1.10 CM - ROJO","2022-07-21 15:40:26.977543","2022-07-21 15:40:26.977547","11.65","0","0"
1860,"PLANCHA OBS 1X22X2.44X8MM","2022-07-21 15:40:26.980789","2022-07-21 15:40:26.980793","58.5","0","0"
1861,"OBS MULTIPLACA","2022-07-21 15:40:26.984039","2022-07-21 15:40:26.984043","52","0","0"
1862,"PLANCHA PARA BATIR 7"" M/GOMA KAMASA","2022-07-21 15:40:26.987274","2022-07-21 15:40:26.987278","0","0","0"
1863,"PLANCHA PARA BATIR 8"" ALEMAN","2022-07-21 15:40:26.990547","2022-07-21 15:40:26.990551","41.01","50","0"
1864,"PLANCHA PARA BATIR 8"" M/GOMA  ECONOMICO","2022-07-21 15:40:26.993635","2022-07-21 15:40:26.993639","9","0","0"
1865,"PLANCHA PARA BATIR 8"" M/GOMA HAROMAC PESADO","2022-07-21 15:40:26.998343","2022-07-21 15:40:26.998347","23","0","0"
1866,"PLANCHA PARA BATIR 8"" M/GOMA KAMASA","2022-07-21 15:40:27.00168","2022-07-21 15:40:27.001684","7.17","0","0"
1868,"PLANCHA PARA BATIR 8"" M/MADERA KAMASA","2022-07-21 15:40:27.008455","2022-07-21 15:40:27.00846","6.5","0","0"
1869,"PLANCHA PARA BATIR 8"" M/MADERA SCHUBERT","2022-07-21 15:40:27.011777","2022-07-21 15:40:27.011783","3.9","0","0"
1870,"PLANCHA PARA BATIR 8"" UYUSTOOLS ACERO","2022-07-21 15:40:27.015041","2022-07-21 15:40:27.015047","21.51","30","0"
1871,"PLANCHA PARA EMPASTAR 8""","2022-07-21 15:40:27.018391","2022-07-21 15:40:27.018396","10","14","0"
1872,"PLANCHA PARA EMPASTAR 8"" M/GOMA HAROMAC PESADO","2022-07-21 15:40:27.021677","2022-07-21 15:40:27.021681","23","0","0"
1873,"PLANCHA PARA PUILIR 8"" ALEMAN","2022-07-21 15:40:27.024984","2022-07-21 15:40:27.024989","42.01","55","0"
1874,"PLANCHA PARA PULIR 8"" UYUSTOOLS","2022-07-21 15:40:27.031225","2022-07-21 15:40:27.031229","28","35","0"
1875,"PLANCHA PARA PULIR LISA 5""X 11"" KAMASAKI","2022-07-21 15:40:27.034602","2022-07-21 15:40:27.034605","7.92","0","0"
1876,"PLANCHA PARA PULIR LISA 5""X 11"" TRAMONTINA","2022-07-21 15:40:27.038093","2022-07-21 15:40:27.038097","20","0","0"
1877,"PLANCHA PARA PULIR M/NARANJA SCHUBERT","2022-07-21 15:40:27.041305","2022-07-21 15:40:27.041309","4.5","0","0"
1878,"PLANCHA RASPIN BELLOTA","2022-07-21 15:40:27.044566","2022-07-21 15:40:27.04457","5","7.5","0"
1879,"PLANCHA RASPIN M/GOMA","2022-07-21 15:40:27.04801","2022-07-21 15:40:27.048014","9","0","0"
1880,"PLASTICO AZUL X 1.5MT","2022-07-21 15:40:27.051256","2022-07-21 15:40:27.05126","5","0","0"
1882,"PLASTICO AZUL X 1MT ANCHO ROLLO","2022-07-21 15:40:27.075213","2022-07-21 15:40:27.075217","279","0","0"
1883,"PLASTICO AZUL X 2MT  KILO","2022-07-21 15:40:27.078873","2022-07-21 15:40:27.078877","6","0","0"
1884,"PLASTICO AZUL X 2MT  ANCHO ROLLO","2022-07-21 15:40:27.082217","2022-07-21 15:40:27.08222","278","0","0"
1885,"PLASTICO BLANCO X 1.5MT KILO","2022-07-21 15:40:27.085604","2022-07-21 15:40:27.085608","5.3","0","0"
1886,"PLASTICO BLANCO X 1MT KILO","2022-07-21 15:40:27.088831","2022-07-21 15:40:27.088835","5.5","0","0"
1887,"PLASTICO CRISTAL X 1MT   KILO","2022-07-21 15:40:27.092026","2022-07-21 15:40:27.09203","8.5","0","0"
1888,"PLASTICO NEGRO X 1.5MT  KILO","2022-07-21 15:40:27.095274","2022-07-21 15:40:27.095278","5","0","0"
1889,"PLASTICO NEGRO X 1MT  KILO","2022-07-21 15:40:27.098418","2022-07-21 15:40:27.098422","4.84","0","0"
1890,"PLASTICO NEGRO X 2MT  KILO","2022-07-21 15:40:27.101625","2022-07-21 15:40:27.101629","5.63","0","0"
1891,"PLASTIMENT HE98 1 GLN. SIKA","2022-07-21 15:40:27.104798","2022-07-21 15:40:27.104802","42","0","0"
1893,"PRENSA 4"" FORJADA EN ACERO","2022-07-21 15:40:27.111169","2022-07-21 15:40:27.111173","55.73","0","0"
1894,"PRENSA 6"" FORJADA EN ACERO","2022-07-21 15:40:27.114377","2022-07-21 15:40:27.114381","90.34","0","0"
1895,"PRENSA TROQUELADA DE ACERO ,PAERTURA MAX 3""","2022-07-21 15:40:27.117435","2022-07-21 15:40:27.117439","11.28","0","0"
1896,"PRESERVANTE PARA MADERA 1 GLN. (3,370ML) MARTELL","2022-07-21 15:40:27.12076","2022-07-21 15:40:27.120764","18.05","0","0"
1900,"PRESERVANTE PARA MADERA 900 ML. MARTELL","2022-07-21 15:40:27.133482","2022-07-21 15:40:27.133486","6.26","0","0"
1902,"PRIDE LEMON ARSL FURNITURE 400ML","2022-07-21 15:40:27.139837","2022-07-21 15:40:27.139841","14.62","0","0"
1903,"PROTECTOR DE TOMA CORRIENTE","2022-07-21 15:40:27.142896","2022-07-21 15:40:27.1429","0.08","0","0"
1905,"PUERTA INT LISA BLANCA 85X207X4CM","2022-07-21 15:40:27.14911","2022-07-21 15:40:27.149114","133","0","0"
1906,"PULSADOR TIMBRE BTICINO","2022-07-21 15:40:27.157507","2022-07-21 15:40:27.157511","0","0","0"
1910,"PUNTA 3/8""","2022-07-21 15:40:27.170493","2022-07-21 15:40:27.170497","0","0","0"
1911,"PUNTA 5/8""","2022-07-21 15:40:27.174035","2022-07-21 15:40:27.174041","0","0","0"
1912,"PUNTA HEGAGONAL CONCRETO 3/4"" TRUPER","2022-07-21 15:40:27.177389","2022-07-21 15:40:27.177393","7.5","0","0"
1913,"PUNTA HEXAGONAL CONCRETO 1"" TRUPER","2022-07-21 15:40:27.181978","2022-07-21 15:40:27.181982","16.74","0","0"
1914,"PUNTILLA SPACK 2 LARGO","2022-07-21 15:40:27.185358","2022-07-21 15:40:27.185362","1.99","0","0"
1915,"PZ DE MADERA EN ROBLE CORRIENTE","2022-07-21 15:40:27.188602","2022-07-21 15:40:27.188606","0.8","0","0"
1916,"QUITAMANCHAS 3785 ML SAPOLIO","2022-07-21 15:40:27.192094","2022-07-21 15:40:27.192098","15.5","0","0"
1919,"QUITASARRO 1 LT. MARTELL","2022-07-21 15:40:27.202251","2022-07-21 15:40:27.202255","2.9","0","0"
1920,"QUITASARRO 3.5 LT. DERQUSA","2022-07-21 15:40:27.205484","2022-07-21 15:40:27.205488","7","0","0"
1921,"QUITASARRO GLN. LOSARO","2022-07-21 15:40:27.208993","2022-07-21 15:40:27.208997","6.46","0","0"
1922,"QUITASARRO X LT","2022-07-21 15:40:27.212161","2022-07-21 15:40:27.212164","2.76","0","0"
1923,"RACHERT REVERSIBLE 1/2"" SCHUBERT","2022-07-21 15:40:27.215409","2022-07-21 15:40:27.215413","19.5","0","0"
1917,"QUITASARRO 1 LT. DERQUSA","2022-07-21 15:40:27.195386","2022-08-05 15:19:40.094692","1","7","0"
1907,"PULVERIZADOR","2022-07-21 15:40:27.160778","2022-07-21 15:40:27.160781","1.4","4","-1"
1881,"PLASTICO AZUL X 1MT","2022-07-21 15:40:27.054423","2022-07-21 15:40:27.054427","5","0","-14.5"
1901,"PRESERVANTE PARA MADERA GLN. LOSARO","2022-07-21 15:40:27.136635","2022-08-18 15:03:28.269539","20.1","28","1"
1908,"PUNTA 1/2""","2022-07-21 15:40:27.164032","2022-08-13 20:06:46.164535","1","5","1"
1867,"PLANCHA PARA BATIR 8"" M/MADERA","2022-07-21 15:40:27.004871","2022-07-21 15:40:27.004877","5","0","-2"
1909,"PUNTA 3/4""","2022-07-21 15:40:27.167258","2022-08-13 20:17:57.71469","1","7","0"
1904,"PROTECTORES DE OIDO TIPO TAPON","2022-07-21 15:40:27.145979","2022-09-30 15:33:55.46274","1","3","1"
1918,"QUITASARRO 1 LT. LOSARO","2022-07-21 15:40:27.198764","2022-08-18 15:04:49.383202","2.2","8","1"
1899,"PRESERVANTE PARA MADERA 3 LT. DERQUSA","2022-07-21 15:40:27.130363","2022-07-21 15:40:27.130367","20","25","-1"
1897,"PRESERVANTE PARA MADERA 1 LT. DERQUSA","2022-07-21 15:40:27.123946","2022-07-21 15:40:27.12395","6","10","-0.3"
1892,"PLOMADA CILINDRICA","2022-07-21 15:40:27.107868","2022-07-21 15:40:27.107872","14","20","-2"
1925,"RAID AEROSOL ACCION TOTAL","2022-07-21 15:40:27.221863","2022-07-21 15:40:27.221867","9.91","0","0"
1926,"RAID MAX  AEREO","2022-07-21 15:40:27.225623","2022-07-21 15:40:27.225627","9.9","0","0"
1927,"RAID PASTILLA LAMINADA ZANCUDO REPUESTO","2022-07-21 15:40:27.228933","2022-07-21 15:40:27.228937","0.08","0","0"
1928,"RAID PASTILLA ZANCUDO APARATO + 4 PASTILLAS","2022-07-21 15:40:27.232127","2022-07-21 15:40:27.232131","12","0","0"
1929,"RATICIDA EN  SOBRE CHICO CAMPEON","2022-07-21 15:40:27.236456","2022-07-21 15:40:27.23646","0","0","0"
1930,"RATONERA METAL","2022-07-21 15:40:27.239671","2022-07-21 15:40:27.239675","1.8","0","0"
1932,"REDUCCION 1 1/4 X 1 1/2"" AGUA","2022-07-21 15:40:27.246054","2022-07-21 15:40:27.246058","0","0","0"
1934,"REDUCCION 1"" A 1/2""","2022-07-21 15:40:27.252572","2022-07-21 15:40:27.252575","0","0","0"
1935,"REDUCCION 1"" A 3/4  PVC PAVCO S/R","2022-07-21 15:40:27.25584","2022-07-21 15:40:27.255844","1.7","0","0"
1936,"REDUCCION 2 A 1 1/2"" DESAGUE","2022-07-21 15:40:27.259116","2022-07-21 15:40:27.25912","1.6","0","0"
1937,"REDUCCION 2 A 1/2"" CR","2022-07-21 15:40:27.262429","2022-07-21 15:40:27.262434","2.5","0","0"
1938,"REDUCCION 2 A 3/4"" CR","2022-07-21 15:40:27.26628","2022-07-21 15:40:27.266285","2.5","0","0"
1939,"REDUCCION 2"" A 3/4"" AGUA","2022-07-21 15:40:27.269885","2022-07-21 15:40:27.26989","0","0","0"
1942,"REDUCCION 3/4 A 1/2  HECHIZO","2022-07-21 15:40:27.282854","2022-07-21 15:40:27.282859","1.4","0","0"
1945,"REDUCCION 3/4 A 1/2 PVC  C/R","2022-07-21 15:40:27.294759","2022-07-21 15:40:27.294762","1.2","3.5","0"
1946,"REDUCCION 4 A 1 1/2""  AGUA","2022-07-21 15:40:27.297996","2022-07-21 15:40:27.298","9","0","0"
1947,"REDUCCION 4 A 2  AGUA","2022-07-21 15:40:27.301151","2022-07-21 15:40:27.301155","8","0","0"
1948,"REDUCCION 4 A 3  AGUA","2022-07-21 15:40:27.30417","2022-07-21 15:40:27.304173","9","0","0"
1949,"REDUCCION 4-2 LOGAREX","2022-07-21 15:40:27.307338","2022-07-21 15:40:27.307342","2.5","0","0"
1950,"REDUCCION 2-1 1/2 AGUA","2022-07-21 15:40:27.310546","2022-07-21 15:40:27.31055","3.3","0","0"
1951,"REDUCCION 2-1  AGUA","2022-07-21 15:40:27.314132","2022-07-21 15:40:27.314136","3.3","0","0"
1952,"REDUCCION 2-3/4  AGUA","2022-07-21 15:40:27.317418","2022-07-21 15:40:27.317422","3.3","0","0"
1958,"REDUCCION 6"" A 4"" ALCANTARILLADO","2022-07-21 15:40:27.337137","2022-07-21 15:40:27.337141","8.5","15","0"
1959,"REDUCCION ALCANTARILLADO 6 A 4","2022-07-21 15:40:27.340657","2022-07-21 15:40:27.340661","8.5","0","0"
1960,"REDUCCION BUSHING 1"" - 3/4"" F/GALVANIZADO","2022-07-21 15:40:27.34368","2022-07-21 15:40:27.343684","0","0","0"
1961,"REDUCCION BUSHING 3/4"" - 1/2"" F/GALVANIZADO","2022-07-21 15:40:27.347378","2022-07-21 15:40:27.347382","0.79","0","0"
1962,"REDUCCION BUSHING 3/4"" - 1/4"" F/GALVANIZADO","2022-07-21 15:40:27.350942","2022-07-21 15:40:27.350946","0.9","0","0"
1965,"REDUCCION EXCENTRICA 4"" x 2"" DESAGUE NICOLL","2022-07-21 15:40:27.360596","2022-07-21 15:40:27.3606","2.7","0","0"
1966,"REFLECTOR 500W CELUX","2022-07-21 15:40:27.363658","2022-07-21 15:40:27.363663","169","0","0"
1967,"REFLECTOR 900W LED","2022-07-21 15:40:27.367132","2022-07-21 15:40:27.367136","70","0","0"
1968,"REFLECTOR LED 30W HOME LIGHT","2022-07-21 15:40:27.370484","2022-07-21 15:40:27.370488","35.67","0","0"
1969,"REFRIGERANTE ICE FREEZE ORGANICO GLN","2022-07-21 15:40:27.373695","2022-07-21 15:40:27.373699","43.98","0","0"
1971,"REGISTRO SUMIDERO BRONCE 4"" (PISO)","2022-07-21 15:40:27.380162","2022-07-21 15:40:27.380166","8.5","0","0"
1972,"REGISTRO SUMIDERO BRONCE 6"" (PISO)","2022-07-21 15:40:27.383377","2022-07-21 15:40:27.383381","22.6","0","0"
1976,"REGISTRO SUMIDERO CROMADO 4"" VAINSA","2022-07-21 15:40:27.39642","2022-07-21 15:40:27.396424","110","0","0"
1978,"REGISTRO  CROMADO 4"" VAINSA","2022-07-21 15:40:27.402609","2022-07-21 15:40:27.402614","110","0","0"
1982,"ADAPTADOR DE 3-2 PESADO","2022-07-21 15:40:27.41544","2022-07-21 15:40:27.415444","1.75","3","0"
1983,"REGLA DE ALUMINIO 3 1/4 X 1 1/2 PESADA","2022-07-21 15:40:27.41875","2022-07-21 15:40:27.418754","70","95","0"
1984,"REGULADOR DE GAS  GASPER","2022-07-21 15:40:27.422094","2022-07-21 15:40:27.422098","19.5","0","0"
1990,"REJILLA LAVADERO CROMADO 2""","2022-07-21 15:40:27.451678","2022-07-21 15:40:27.451682","0","0","0"
1992,"REMACHADORA 4 BOQUILLAS EN BLISTER C/6 TRUPER","2022-07-21 15:40:27.458923","2022-07-21 15:40:27.458927","22.43","0","0"
1993,"REMACHADORA PROFESIONAL 4 BOQUILLAS EN BLISTER TRUPER","2022-07-21 15:40:27.462303","2022-07-21 15:40:27.462306","17.78","0","0"
1994,"REMACHE ALUMINIO 1/8"" X 1"" PONY","2022-07-21 15:40:27.465521","2022-07-21 15:40:27.465525","0","0","0"
1995,"REMACHE ALUMINIO 5/32"" X 1"" PONY","2022-07-21 15:40:27.4688","2022-07-21 15:40:27.468805","0","0","0"
1996,"REMOVEDOR AUTOMOTRIZ AMARILLO 1 GLN. VELSA","2022-07-21 15:40:27.472234","2022-07-21 15:40:27.472238","36","0","0"
1997,"REMOVEDOR DE PINTURA GLN ANYPSA","2022-07-21 15:40:27.477249","2022-07-21 15:40:27.477255","50","0","0"
1998,"REMACHADORA KAMASA","2022-07-21 15:40:27.483989","2022-07-21 15:40:27.483994","13.5","0","0"
1999,"CORTADOR DE VIDRIO","2022-07-21 15:40:27.487461","2022-07-21 15:40:27.487467","7","0","0"
2000,"REPUESTO CORTA CERAMICA 10MM","2022-07-21 15:40:27.491386","2022-07-21 15:40:27.491392","9.2","0","0"
1924,"RADAR AGUA C&A TOOLS","2022-07-21 15:40:27.218622","2022-07-21 15:40:27.218626","16","0","-1"
1973,"REGISTRO SUMIDERO CROMADO 2""","2022-07-21 15:40:27.386713","2022-08-16 14:26:08.891154","3.2","6.5","-1"
1940,"REDUCCION 3"" A 2"" DESAGUE PAVCO","2022-07-21 15:40:27.273319","2022-08-03 19:55:14.700774","3.8","5","1"
1957,"REDUCCION 4"" A 3"" DESAGUE PAVCO","2022-07-21 15:40:27.333918","2022-08-03 21:51:17.976308","6.5","8","1"
1956,"REDUCCION 4"" A 3"" DESAGUE NICOLL","2022-07-21 15:40:27.330597","2022-08-03 21:52:00.063567","5.71","7.5","1"
1991,"REMACHADORA 10 C/60 REMACHE 4 BOQUILLAS TRUPER","2022-07-21 15:40:27.454917","2022-08-12 15:56:59.799473","32.1","35","1"
